 TITLE    ="Plot3D DataSet"
 VARIABLES = "y" "z" "upri" 
 DATASETAUXDATA Common.SpeedOfSound="1.0"
 DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
 ZONE T="Zone-original grid"
 STRANDID=0, SOLUTIONTIME=0
 I=258, J=258, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE )
  0.000000000E+00  0.000000000E+00  0.000000000E+00
  0.000000000E+00  0.362085902E-02  0.000000000E+00
  0.000000000E+00  0.113307751E-01  0.000000000E+00
  0.000000000E+00  0.200282956E-01  0.000000000E+00
  0.000000000E+00  0.298187780E-01  0.000000000E+00
  0.000000000E+00  0.408128394E-01  0.000000000E+00
  0.000000000E+00  0.531248347E-01  0.000000000E+00
  0.000000000E+00  0.668707471E-01  0.000000000E+00
  0.000000000E+00  0.821654087E-01  0.000000000E+00
  0.000000000E+00  0.991189923E-01  0.000000000E+00
  0.000000000E+00  0.117832751E+00  0.000000000E+00
  0.000000000E+00  0.138394041E+00  0.000000000E+00
  0.000000000E+00  0.160870725E+00  0.000000000E+00
  0.000000000E+00  0.185305172E+00  0.000000000E+00
  0.000000000E+00  0.211708137E+00  0.000000000E+00
  0.000000000E+00  0.240052939E+00  0.000000000E+00
  0.000000000E+00  0.270270429E+00  0.000000000E+00
  0.000000000E+00  0.302245307E+00  0.000000000E+00
  0.000000000E+00  0.335814330E+00  0.000000000E+00
  0.000000000E+00  0.370766891E+00  0.000000000E+00
  0.000000000E+00  0.406848299E+00  0.000000000E+00
  0.000000000E+00  0.443765840E+00  0.000000000E+00
  0.000000000E+00  0.481197456E+00  0.000000000E+00
  0.000000000E+00  0.515065059E+00  0.000000000E+00
  0.000000000E+00  0.545089051E+00  0.000000000E+00
  0.000000000E+00  0.574797631E+00  0.000000000E+00
  0.000000000E+00  0.603990251E+00  0.000000000E+00
  0.000000000E+00  0.632480351E+00  0.000000000E+00
  0.000000000E+00  0.660099830E+00  0.000000000E+00
  0.000000000E+00  0.686702516E+00  0.000000000E+00
  0.000000000E+00  0.712166520E+00  0.000000000E+00
  0.000000000E+00  0.736395448E+00  0.000000000E+00
  0.000000000E+00  0.759318522E+00  0.000000000E+00
  0.000000000E+00  0.780889751E+00  0.000000000E+00
  0.000000000E+00  0.801086301E+00  0.000000000E+00
  0.000000000E+00  0.819906280E+00  0.000000000E+00
  0.000000000E+00  0.837366125E+00  0.000000000E+00
  0.000000000E+00  0.853497783E+00  0.000000000E+00
  0.000000000E+00  0.868345853E+00  0.000000000E+00
  0.000000000E+00  0.881964810E+00  0.000000000E+00
  0.000000000E+00  0.894416426E+00  0.000000000E+00
  0.000000000E+00  0.905767433E+00  0.000000000E+00
  0.000000000E+00  0.916087491E+00  0.000000000E+00
  0.000000000E+00  0.925447450E+00  0.000000000E+00
